"subject","label","penn_element_name","parameter","value","rt","type","trial_n","reading_time","itemnum"
"S[11]","practice_rest","DashedSentence","9","and","2501","practice","7","452","503"
"S[11]","practice_rest","DashedSentence","8","Sandra%2C","2501","practice","7","845","503"
"S[11]","practice_rest","DashedSentence","7","to","2501","practice","7","437","503"
"S[11]","practice_rest","DashedSentence","6","belong","2501","practice","7","467","503"
"S[11]","practice_rest","DashedSentence","5","to","2501","practice","7","425","503"
"S[11]","practice_rest","DashedSentence","4","used","2501","practice","7","514","503"
"S[11]","practice_rest","DashedSentence","3","which","2501","practice","7","439","503"
"S[11]","practice_rest","DashedSentence","2","desk%2C","2501","practice","7","537","503"
"S[11]","practice_rest","DashedSentence","1","This","2501","practice","7","446","503"
"S[11]","practice_rest","grade","Choice","4","2501","practice","7","NULL","503"
"S[11]","practice_rest","DashedSentence","13","me.","2724","practice","8","544","507"
"S[11]","practice_rest","DashedSentence","12","gift","2724","practice","8","2566","507"
"S[11]","practice_rest","DashedSentence","11","a","2724","practice","8","1454","507"
"S[11]","practice_rest","DashedSentence","10","and","2724","practice","8","413","507"
"S[11]","practice_rest","DashedSentence","9","smile","2724","practice","8","430","507"
"S[11]","practice_rest","DashedSentence","8","big","2724","practice","8","472","507"
"S[11]","practice_rest","DashedSentence","7","a","2724","practice","8","466","507"
"S[11]","practice_rest","DashedSentence","6","bringing","2724","practice","8","543","507"
"S[11]","practice_rest","DashedSentence","5","today%2C","2724","practice","8","1349","507"
"S[11]","practice_rest","DashedSentence","4","house","2724","practice","8","561","507"
"S[11]","practice_rest","DashedSentence","3","my","2724","practice","8","428","507"
"S[11]","practice_rest","DashedSentence","2","came","2724","practice","8","516","507"
"S[11]","practice_rest","DashedSentence","1","Batman","2724","practice","8","595","507"
"S[11]","practice_rest","grade","Choice","3","2724","practice","8","NULL","507"
"S[11]","practice_rest","DashedSentence","13","she?","1672","practice","9","552","508"
"S[11]","practice_rest","DashedSentence","12","doesn't","1672","practice","9","394","508"
"S[11]","practice_rest","DashedSentence","11","know%2C","1672","practice","9","488","508"
"S[11]","practice_rest","DashedSentence","10","I","1672","practice","9","460","508"
"S[11]","practice_rest","DashedSentence","9","people","1672","practice","9","554","508"
"S[11]","practice_rest","DashedSentence","8","most","1672","practice","9","624","508"
"S[11]","practice_rest","DashedSentence","7","than","1672","practice","9","463","508"
"S[11]","practice_rest","DashedSentence","6","taller","1672","practice","9","466","508"
"S[11]","practice_rest","DashedSentence","5","much","1672","practice","9","546","508"
"S[11]","practice_rest","DashedSentence","4","tall%2C","1672","practice","9","476","508"
"S[11]","practice_rest","DashedSentence","3","very","1672","practice","9","510","508"
"S[11]","practice_rest","DashedSentence","2","is","1672","practice","9","447","508"
"S[11]","practice_rest","DashedSentence","1","Joanna","1672","practice","9","565","508"
"S[11]","practice_rest","grade","Choice","4","1672","practice","9","NULL","508"
"S[12]","practice_first","DashedSentence","14","this.","2515","practice","1","903","500"
"S[12]","practice_first","DashedSentence","13","like","2515","practice","1","288","500"
"S[12]","practice_first","DashedSentence","12","presented","2515","practice","1","377","500"
"S[12]","practice_first","DashedSentence","11","be","2515","practice","1","440","500"
"S[12]","practice_first","DashedSentence","10","will","2515","practice","1","319","500"
"S[12]","practice_first","DashedSentence","9","way%2C","2515","practice","1","353","500"
"S[12]","practice_first","DashedSentence","8","the","2515","practice","1","303","500"
"S[12]","practice_first","DashedSentence","7","by","2515","practice","1","328","500"
"S[12]","practice_first","DashedSentence","6","read","2515","practice","1","360","500"
"S[12]","practice_first","DashedSentence","5","to","2515","practice","1","321","500"
"S[12]","practice_first","DashedSentence","4","have","2515","practice","1","295","500"
"S[12]","practice_first","DashedSentence","3","you","2515","practice","1","337","500"
"S[12]","practice_first","DashedSentence","2","which","2515","practice","1","295","500"
"S[12]","practice_first","DashedSentence","1","Sentence%2C","2515","practice","1","289","500"
"S[12]","practice_first","grade","Choice","7","2515","practice","1","NULL","500"
"S[12]","practice_first","DashedSentence","20","","1532","practice","2","1376","501"
"S[12]","practice_first","DashedSentence","19","you.","1532","practice","2","929","501"
"S[12]","practice_first","DashedSentence","18","help","1532","practice","2","272","501"
"S[12]","practice_first","DashedSentence","17","to","1532","practice","2","312","501"
"S[12]","practice_first","DashedSentence","16","stuff","1532","practice","2","304","501"
"S[12]","practice_first","DashedSentence","15","some","1532","practice","2","317","501"
"S[12]","practice_first","DashedSentence","14","have","1532","practice","2","323","501"
"S[12]","practice_first","DashedSentence","13","will","1532","practice","2","424","501"
"S[12]","practice_first","DashedSentence","12","easier%2C","1532","practice","2","816","501"
"S[12]","practice_first","DashedSentence","11","be","1532","practice","2","335","501"
"S[12]","practice_first","DashedSentence","10","hopefully","1532","practice","2","304","501"
"S[12]","practice_first","DashedSentence","9","which","1532","practice","2","368","501"
"S[12]","practice_first","DashedSentence","8","some%2C","1532","practice","2","264","501"
"S[12]","practice_first","DashedSentence","7","But","1532","practice","2","401","501"
"S[12]","practice_first","DashedSentence","6","read.","1532","practice","2","312","501"
"S[12]","practice_first","DashedSentence","5","to","1532","practice","2","319","501"
"S[12]","practice_first","DashedSentence","4","harder","1532","practice","2","368","501"
"S[12]","practice_first","DashedSentence","3","be","1532","practice","2","415","501"
"S[12]","practice_first","DashedSentence","2","will","1532","practice","2","322","501"
"S[12]","practice_first","DashedSentence","1","Some","1532","practice","2","376","501"
"S[12]","practice_first","grade","Choice","7","1532","practice","2","NULL","501"
"S[12]","practice_good_item","DashedSentence","22","music.","2267","practice","3","600","502"
"S[12]","practice_good_item","DashedSentence","21","country","2267","practice","3","407","502"
"S[12]","practice_good_item","DashedSentence","20","revolutionizing","2267","practice","3","336","502"
"S[12]","practice_good_item","DashedSentence","19","for","2267","practice","3","401","502"
"S[12]","practice_good_item","DashedSentence","18","famous","2267","practice","3","336","502"
"S[12]","practice_good_item","DashedSentence","17","is","2267","practice","3","479","502"
"S[12]","practice_good_item","DashedSentence","16","inspirational%2C","2267","practice","3","528","502"
"S[12]","practice_good_item","DashedSentence","15","very","2267","practice","3","401","502"
"S[12]","practice_good_item","DashedSentence","14","and","2267","practice","3","352","502"
"S[12]","practice_good_item","DashedSentence","13","woman","2267","practice","3","384","502"
"S[12]","practice_good_item","DashedSentence","12","young","2267","practice","3","343","502"
"S[12]","practice_good_item","DashedSentence","11","achieving","2267","practice","3","401","502"
"S[12]","practice_good_item","DashedSentence","10","high","2267","practice","3","327","502"
"S[12]","practice_good_item","DashedSentence","9","a","2267","practice","3","361","502"
"S[12]","practice_good_item","DashedSentence","8","is","2267","practice","3","399","502"
"S[12]","practice_good_item","DashedSentence","7","way","2267","practice","3","320","502"
"S[12]","practice_good_item","DashedSentence","6","the","2267","practice","3","368","502"
"S[12]","practice_good_item","DashedSentence","5","by","2267","practice","3","401","502"
"S[12]","practice_good_item","DashedSentence","4","who","2267","practice","3","360","502"
"S[12]","practice_good_item","DashedSentence","3","singer%2C","2267","practice","3","376","502"
"S[12]","practice_good_item","DashedSentence","2","favorite","2267","practice","3","335","502"
"S[12]","practice_good_item","DashedSentence","1","My","2267","practice","3","337","502"
"S[12]","practice_good_item","grade","Choice","7","2267","practice","3","NULL","502"
"S[12]","practice_bad_item","DashedSentence","16","yesterday.","1966","practice","4","1473","505"
"S[12]","practice_bad_item","DashedSentence","15","book","1966","practice","4","464","505"
"S[12]","practice_bad_item","DashedSentence","14","the","1966","practice","4","632","505"
"S[12]","practice_bad_item","DashedSentence","13","borrow","1966","practice","4","496","505"
"S[12]","practice_bad_item","DashedSentence","12","will","1966","practice","4","439","505"
"S[12]","practice_bad_item","DashedSentence","11","who","1966","practice","4","369","505"
"S[12]","practice_bad_item","DashedSentence","10","grandpa","1966","practice","4","399","505"
"S[12]","practice_bad_item","DashedSentence","9","her","1966","practice","4","368","505"
"S[12]","practice_bad_item","DashedSentence","8","to","1966","practice","4","320","505"
"S[12]","practice_bad_item","DashedSentence","7","gift","1966","practice","4","424","505"
"S[12]","practice_bad_item","DashedSentence","6","a","1966","practice","4","344","505"
"S[12]","practice_bad_item","DashedSentence","5","as","1966","practice","4","321","505"
"S[12]","practice_bad_item","DashedSentence","4","book","1966","practice","4","343","505"
"S[12]","practice_bad_item","DashedSentence","3","this","1966","practice","4","320","505"
"S[12]","practice_bad_item","DashedSentence","2","bought","1966","practice","4","321","505"
"S[12]","practice_bad_item","DashedSentence","1","Lucy","1966","practice","4","432","505"
"S[12]","practice_bad_item","grade","Choice","1","1966","practice","4","NULL","505"
"S[12]","practice_rest","DashedSentence","20","boss.","1464","practice","5","728","506"
"S[12]","practice_rest","DashedSentence","19","her","1464","practice","5","376","506"
"S[12]","practice_rest","DashedSentence","18","with","1464","practice","5","288","506"
"S[12]","practice_rest","DashedSentence","17","fight","1464","practice","5","296","506"
"S[12]","practice_rest","DashedSentence","16","huge","1464","practice","5","336","506"
"S[12]","practice_rest","DashedSentence","15","a","1464","practice","5","359","506"
"S[12]","practice_rest","DashedSentence","14","having","1464","practice","5","305","506"
"S[12]","practice_rest","DashedSentence","13","after","1464","practice","5","344","506"
"S[12]","practice_rest","DashedSentence","12","working","1464","practice","5","391","506"
"S[12]","practice_rest","DashedSentence","11","stopped","1464","practice","5","304","506"
"S[12]","practice_rest","DashedSentence","10","wife","1464","practice","5","433","506"
"S[12]","practice_rest","DashedSentence","9","her","1464","practice","5","279","506"
"S[12]","practice_rest","DashedSentence","8","for","1464","practice","5","313","506"
"S[12]","practice_rest","DashedSentence","7","still%2C","1464","practice","5","336","506"
"S[12]","practice_rest","DashedSentence","6","car","1464","practice","5","359","506"
"S[12]","practice_rest","DashedSentence","5","a","1464","practice","5","337","506"
"S[12]","practice_rest","DashedSentence","4","buy","1464","practice","5","415","506"
"S[12]","practice_rest","DashedSentence","3","to","1464","practice","5","336","506"
"S[12]","practice_rest","DashedSentence","2","yet","1464","practice","5","321","506"
"S[12]","practice_rest","DashedSentence","1","Sherry","1464","practice","5","656","506"
"S[12]","practice_rest","grade","Choice","1","1464","practice","5","NULL","506"
"S[12]","practice_rest","DashedSentence","13","she?","1484","practice","6","1496","508"
